cve_id,published,last_modified,source_identifier,description,severity,cvss_score,vector,exploitability_score,impact_score
CVE-2008-1667,2008-07-29T18:41:00.000,2024-11-21T00:45:03.150,cve@mitre.org,"the probe builder service (aka pbovisserver.exe) in european performance systems (eps) probe builder 2.2 before a.02.20.901, as used in hp openview internet services (ovis) on windows, allows remote attackers to kill arbitrary processes via a process id number in an unspecified opcode.",HIGH,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,10.0,6.9
CVE-2008-3363,2008-07-30T16:41:00.000,2024-11-21T00:49:04.250,cve@mitre.org,directory traversal vulnerability in user_portal.php in the dokeos e-learning system 1.8.5 on windows allows remote attackers to include and execute arbitrary local files via a ..\ (dot dot backslash) in the include parameter.,HIGH,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4
CVE-2008-3365,2008-07-30T17:41:00.000,2024-11-21T00:49:04.547,cve@mitre.org,"directory traversal vulnerability in index.php in pixelpost 1.7.1 on windows, when register_globals is enabled, allows remote attackers to include and execute arbitrary local files via a .. (dot dot) in the language_full parameter.",MEDIUM,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4
CVE-2008-3459,2008-08-04T19:41:00.000,2024-11-21T00:49:18.623,secalert@redhat.com,"unspecified vulnerability in openvpn 2.1-beta14 through 2.1-rc8, when running on non-windows systems, allows remote servers to execute arbitrary commands via crafted (1) lladdr and (2) iproute configuration directives, probably related to shell metacharacters.",HIGH,7.6,AV:N/AC:H/Au:N/C:C/I:C/A:C,4.9,10.0
CVE-2008-3493,2008-08-06T18:41:00.000,2024-11-21T00:49:22.500,cve@mitre.org,vncviewer.exe in realvnc windows client 4.1.2.0 allows remote vnc servers to cause a denial of service (application crash) via a crafted frame buffer update packet.,MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2008-3648,2008-08-12T23:41:00.000,2024-11-21T00:49:46.820,cve@mitre.org,"nslookup.exe in microsoft windows xp sp2 allows user-assisted remote attackers to execute arbitrary code, as demonstrated by an attempted dns zone transfer, and as exploited in the wild in august 2008.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-0082,2008-08-13T00:41:00.000,2024-11-21T00:41:07.647,secure@microsoft.com,"an activex control (messenger.uiautomation.1) in windows messenger 4.7 and 5.1 is marked as safe-for-scripting, which allows remote attackers to control the messenger application, and ""change state,"" obtain contact information, and establish audio or video connections without notification via unknown vectors.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2008-1448,2008-08-13T00:41:00.000,2024-11-21T00:44:34.530,secure@microsoft.com,"the mhtml protocol handler in a component of microsoft outlook express 5.5 sp2 and 6 through sp1, and windows mail, does not assign the correct internet explorer security zone to unc share pathnames, which allows remote attackers to bypass intended access restrictions and read arbitrary files via an mhtml: uri in conjunction with a redirection, aka ""url parsing cross-domain information disclosure vulnerability.""",HIGH,7.1,AV:N/AC:M/Au:N/C:C/I:N/A:N,8.6,6.9
CVE-2008-2245,2008-08-13T00:41:00.000,2024-11-21T00:46:25.893,secure@microsoft.com,"heap-based buffer overflow in the internalopencolorprofile function in mscms.dll in microsoft windows image color management system (mscms) in the image color management (icm) component on windows 2000 sp4, xp sp2 and sp3, and server 2003 sp1 and sp2 allows remote attackers to execute arbitrary code via a crafted image file.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-2246,2008-08-13T00:41:00.000,2024-11-21T00:46:26.023,secure@microsoft.com,"microsoft windows vista through sp1 and server 2008 do not properly import the default ipsec policy from a windows server 2003 domain to a windows server 2008 domain, which prevents ipsec rules from being enforced and allows remote attackers to bypass intended access restrictions.",HIGH,7.8,AV:N/AC:L/Au:N/C:C/I:N/A:N,10.0,6.9
CVE-2008-1456,2008-08-13T12:42:00.000,2024-11-21T00:44:35.137,secure@microsoft.com,"array index vulnerability in the event system in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows remote authenticated users to execute arbitrary code via a crafted event subscription request that is used to access an array of function pointers.",HIGH,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0
CVE-2008-1457,2008-08-13T12:42:00.000,2024-11-21T00:44:35.240,secure@microsoft.com,"the event system in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 does not properly validate per-user subscriptions, which allows remote authenticated users to execute arbitrary code via a crafted event subscription request.",HIGH,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0
CVE-2008-3703,2008-08-18T17:41:00.000,2024-11-21T00:49:54.950,cve@mitre.org,"the management console in the volume manager scheduler service (aka vxschedservice.exe) in symantec veritas storage foundation for windows (sfw) 5.0, 5.0 rp1a, and 5.1 accepts null ntlmssp authentication, which allows remote attackers to execute arbitrary code via requests to the service socket that create ""snapshots schedules"" registry values specifying future command execution.  note: this issue exists because of an incomplete fix for cve-2007-2279.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2008-3851,2008-08-27T23:41:00.000,2024-11-21T00:50:16.353,cve@mitre.org,"multiple directory traversal vulnerabilities in pluck cms 4.5.2 on windows allow remote attackers to include and execute arbitrary local files via a ..\ (dot dot backslash) in the (1) blogpost, (2) cat, and (3) file parameters to data/inc/themes/predefined_variables.php, as reachable through index.php; and the (4) blogpost and (5) cat parameters to data/inc/blog_include_react.php, as reachable through index.php.  note: the issue involving vectors 1 through 3 reportedly exists because of an incomplete fix for cve-2008-3194.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9
CVE-2008-3538,2008-09-02T14:24:00.000,2024-11-21T00:49:29.503,cve@mitre.org,"unspecified vulnerability in hp enterprise discovery 2.0 through 2.52 on windows allows remote authenticated users to execute arbitrary code via unknown vectors.  note: the initial description of this cve was inadvertently associated with libxml2, but it should be for hp enterprise discovery.",HIGH,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0
CVE-2008-3698,2008-09-03T14:12:00.000,2024-11-21T00:49:54.180,cve@mitre.org,"unspecified vulnerability in the openprocess function in vmware workstation 5.5.x before 5.5.8 build 108000, vmware workstation 6.0.x before 6.0.5 build 109488, vmware player 1.x before 1.0.8 build 108000, vmware player 2.x before 2.0.5 build 109488, vmware ace 1.x before 1.0.7 build 108880, vmware ace 2.x before 2.0.5 build 109488, and vmware server before 1.0.7 build 108231 on windows allows local host os users to gain privileges on the host os via unknown vectors.",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2008-3893,2008-09-03T14:12:00.000,2024-11-21T00:50:22.400,cve@mitre.org,"microsoft bitlocker in windows vista before sp1 stores pre-boot authentication passwords in the bios keyboard buffer and does not clear this buffer during boot, which allows local users to obtain sensitive information by reading the physical memory locations associated with this buffer.",LOW,1.9,AV:L/AC:M/Au:N/C:P/I:N/A:N,3.4,2.9
CVE-2008-3897,2008-09-03T14:12:00.000,2024-11-21T00:50:22.967,cve@mitre.org,"diskcryptor 0.2.6 on windows stores pre-boot authentication passwords in the bios keyboard buffer and does not clear this buffer before and after use, which allows local users to obtain sensitive information by reading the physical memory locations associated with this buffer.",LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-2007-5348,2008-09-11T01:01:19.430,2024-11-21T00:37:42.250,secure@microsoft.com,"integer overflow in gdi+ in microsoft internet explorer 6 sp1, windows xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, server 2008, office xp sp3, office 2003 sp2 and sp3, 2007 microsoft office system gold and sp1, visio 2002 sp2, powerpoint viewer 2003, works 8, digital image suite 2006, sql server 2000 reporting services sp2, sql server 2005 sp2, report viewer 2005 sp1 and 2008, and forefront client security 1.0 allows remote attackers to execute arbitrary code via an image file with crafted gradient sizes in gradient fill input, which triggers a heap-based buffer overflow related to gdiplus.dll and vgx.dll, aka ""gdi+ vml buffer overrun vulnerability.""",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-2253,2008-09-11T01:10:13.540,2024-11-21T00:46:26.910,secure@microsoft.com,"unspecified vulnerability in microsoft windows media player 11 allows remote attackers to execute arbitrary code via a crafted audio-only file that is streamed from a server-side playlist (sspl) on windows media server, aka ""windows media player sampling rate vulnerability.""",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-2326,2008-09-11T01:10:25.367,2024-11-21T00:46:37.383,cve@mitre.org,mdnsresponder in the bonjour namespace provider in apple bonjour for windows before 1.0.5 allows attackers to cause a denial of service (null pointer dereference and application crash) by resolving a crafted .local domain name that contains a long label.,MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2008-3008,2008-09-11T01:11:47.057,2024-11-21T00:48:13.287,secure@microsoft.com,"stack-based buffer overflow in the wmencprofilemanager activex control in wmex.dll in microsoft windows media encoder 9 series allows remote attackers to execute arbitrary code via a long first argument to the getdetailsstring method, aka ""windows media encoder buffer overrun vulnerability.""",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-3012,2008-09-11T01:11:47.087,2024-11-21T00:48:13.687,secure@microsoft.com,"gdiplus.dll in gdi+ in microsoft internet explorer 6 sp1, windows xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, server 2008, office xp sp3, office 2003 sp2 and sp3, 2007 microsoft office system gold and sp1, visio 2002 sp2, powerpoint viewer 2003, works 8, digital image suite 2006, sql server 2000 reporting services sp2, sql server 2005 sp2, report viewer 2005 sp1 and 2008, and forefront client security 1.0 does not properly perform memory allocation, which allows remote attackers to execute arbitrary code via a malformed emf image file, aka ""gdi+ emf memory corruption vulnerability.""",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-3013,2008-09-11T01:11:47.103,2024-11-21T00:48:13.807,secure@microsoft.com,"gdiplus.dll in gdi+ in microsoft internet explorer 6 sp1, windows xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, server 2008, office xp sp3, office 2003 sp2 and sp3, 2007 microsoft office system gold and sp1, visio 2002 sp2, powerpoint viewer 2003, works 8, digital image suite 2006, sql server 2000 reporting services sp2, sql server 2005 sp2, report viewer 2005 sp1 and 2008, and forefront client security 1.0 allows remote attackers to execute arbitrary code via a malformed gif image file containing many extension markers for graphic control extensions and subsequent unknown labels, aka ""gdi+ gif parsing vulnerability.""",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-3014,2008-09-11T01:11:47.117,2024-11-21T00:48:13.937,secure@microsoft.com,"buffer overflow in gdiplus.dll in gdi+ in microsoft internet explorer 6 sp1, windows xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, server 2008, office xp sp3, office 2003 sp2 and sp3, 2007 microsoft office system gold and sp1, visio 2002 sp2, powerpoint viewer 2003, works 8, digital image suite 2006, sql server 2000 reporting services sp2, sql server 2005 sp2, report viewer 2005 sp1 and 2008, and forefront client security 1.0 allows remote attackers to execute arbitrary code via a malformed wmf image file that triggers improper memory allocation, aka ""gdi+ wmf buffer overrun vulnerability.""",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-3539,2008-09-11T01:12:57.853,2024-11-21T00:49:29.657,cve@mitre.org,"unspecified vulnerability in hp openview select identity (hpsi) connectors on windows, as used in hpsi active directory connector 2.30 and earlier, hpsi sunone connector 1.14 and earlier, hpsi edirectory connector 1.12 and earlier, hpsi etrust connector 1.02 and earlier, hpsi oid connector 1.02 and earlier, hpsi ibm tivoli dir connector 1.02 and earlier, hpsi topsecret connector 2.22.001 and earlier, hpsi racf connector 1.12.001 and earlier, hpsi acf2 connector 1.02 and earlier, hpsi openldap connector 1.02 and earlier, and hpsi bidir dirx connector 1.00.003 and earlier, allows local users to obtain sensitive information via unknown vectors.",LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-2008-3614,2008-09-11T01:13:09.243,2024-11-21T00:49:40.843,cve@mitre.org,"integer overflow in apple quicktime before 7.5.5 on windows allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted pict image, which triggers heap corruption.",MEDIUM,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4
CVE-2008-3615,2008-09-11T01:13:09.257,2024-11-21T00:49:40.993,cve@mitre.org,"ir50_32.qtx in an unspecified third-party indeo v5 codec for quicktime, when used with apple quicktime before 7.5.5 on windows, accesses uninitialized memory, which allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted movie file.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-3628,2008-09-11T01:13:09.867,2024-11-21T00:49:43.680,cve@mitre.org,"apple quicktime before 7.5.5 on windows allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted pict image, related to an ""invalid pointer issue.""",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-3630,2008-09-11T01:13:09.913,2024-11-21T00:49:43.983,cve@mitre.org,"mdnsresponder in apple bonjour for windows before 1.0.5, when an application uses the bonjour api for unicast dns, does not choose random values for transaction ids or source ports in dns requests, which makes it easier for remote attackers to spoof dns responses, a different vulnerability than cve-2008-1447.",MEDIUM,6.4,AV:N/AC:L/Au:N/C:N/I:P/A:P,10.0,4.9
CVE-2008-3635,2008-09-11T01:13:09.993,2024-11-21T00:49:44.650,cve@mitre.org,"stack-based buffer overflow in quicktimeinternetextras.qtx in an unspecified third-party indeo v3.2 (aka iv32) codec for quicktime, when used with apple quicktime before 7.5.5 on windows, allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted movie file.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-3636,2008-09-11T01:13:10.023,2024-11-21T00:49:44.813,cve@mitre.org,"integer overflow in the iopfcompleterequest api in the kernel in microsoft windows 2000, xp, server 2003, and vista allows context-dependent attackers to gain privileges. note: this issue was originally reported for gearaspiwdm.sys 2.0.7.5 in gear software cd dvd filter driver before 4.001.7, as used in other products including apple itunes and multiple symantec and norton products, which allows local users to gain privileges via repeated ioattachdevice ioctl calls to \\.\gearaspiwdmdevice in this gearaspiwdm.sys.  however, the root cause is the integer overflow in the api call itself.",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2008-3957,2008-09-11T01:13:47.507,2024-11-21T00:50:34.270,cve@mitre.org,"the microsoft windows image acquisition logger activex control allows remote attackers to force the download of arbitrary files onto a client system via a url in the first argument to the open method, in conjunction with a full destination pathname in the first argument to the save method.  note: the provenance of this information is unknown; the details are obtained solely from third party information.",HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-4071,2008-09-15T15:14:05.103,2024-11-21T00:50:49.457,cve@mitre.org,"a certain activex control in adobe acrobat 9, when used with microsoft windows vista and internet explorer 7, allows remote attackers to cause a denial of service (browser crash) via an src property value with an invalid acroie:// url.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2008-4114,2008-09-16T23:00:01.430,2024-11-21T00:50:56.067,cve@mitre.org,"srv.sys in the server service in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows remote attackers to cause a denial of service (system crash) or possibly have unspecified other impact via an smb write_andx packet with an offset that is inconsistent with the packet size, related to ""insufficiently validating the buffer size,"" as demonstrated by a request to the \pipe\lsarpc named pipe, aka ""smb validation denial of service vulnerability.""",HIGH,7.1,AV:N/AC:M/Au:N/C:N/I:N/A:C,8.6,6.9
CVE-2008-4127,2008-09-18T17:59:33.157,2024-11-21T00:50:57.803,cve@mitre.org,"mshtml.dll in microsoft internet explorer 7 gold 7.0.5730 and 8 beta 8.0.6001 on windows xp sp2 allows remote attackers to cause a denial of service (failure of subsequent image rendering) via a crafted png file, related to an infinite loop in the cdwntaskexec::threadexec function.",MEDIUM,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9
CVE-2008-4163,2008-09-22T18:52:13.500,2024-11-21T00:51:03.380,cve@mitre.org,"unspecified vulnerability in isc bind 9.3.5-p2-w1, 9.4.2-p2-w1, and 9.5.0-p2-w1 on windows allows remote attackers to cause a denial of service (udp client handler termination) via unknown vectors.",HIGH,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,10.0,6.9
CVE-2008-4197,2008-09-27T10:30:03.430,2024-11-21T00:51:08.540,cve@mitre.org,"opera before 9.52 on windows, linux, freebsd, and solaris, when processing custom shortcut and menu commands, can produce argument strings that contain uninitialized memory, which might allow user-assisted remote attackers to execute arbitrary code or conduct other attacks via vectors related to activation of a shortcut.",,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.8,5.9
CVE-2008-4293,2008-09-27T10:30:03.553,2024-11-21T00:51:19.197,cve@mitre.org,"unspecified vulnerability in opera before 9.52 on windows, when registered as a protocol handler, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via unknown vectors in which opera is launched by other applications.",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2008-4295,2008-09-27T10:30:03.600,2024-11-21T00:51:19.540,cve@mitre.org,"microsoft windows mobile 6.0 on htc wiza 200 and htc mda 8125 devices does not properly handle the first attempt to establish a bluetooth connection to a peer with a long name, which allows remote attackers to cause a denial of service (device reboot) by configuring a bluetooth device with a long hci name and (1) connecting directly to the windows mobile system or (2) waiting for the windows mobile system to scan for nearby devices.",MEDIUM,5.4,AV:N/AC:H/Au:N/C:N/I:N/A:C,4.9,6.9
CVE-2008-4323,2008-09-29T20:09:59.593,2024-11-21T00:51:23.343,cve@mitre.org,windows explorer in microsoft windows xp sp3 allows user-assisted attackers to cause a denial of service (application crash) via a crafted .zip file.,MEDIUM,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9
CVE-2008-4324,2008-09-29T20:09:59.687,2024-11-21T00:51:23.493,cve@mitre.org,"the user interface event dispatcher in mozilla firefox 3.0.3 on windows xp sp2 allows remote attackers to cause a denial of service (null pointer dereference and application crash) via a series of keypress, click, onkeydown, onkeyup, onmousedown, and onmouseup events.  note: it was later reported that firefox 3.0.2 on mac os x 10.5 is also affected.",MEDIUM,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9
CVE-2008-4327,2008-09-30T16:13:54.923,2024-11-21T00:51:23.987,cve@mitre.org,"gdiplus.dll in gdi+ in microsoft windows xp sp3 does not properly handle crafted .ico files, which allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a certain crash.ico file on a web site, and allows user-assisted attackers to cause a denial of service (divide-by-zero error and persistent application crash) via this crash.ico file on the desktop, a different vulnerability than cve-2007-2237.",MEDIUM,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9
CVE-2008-4278,2008-10-06T19:54:36.483,2024-11-21T00:51:18.003,cve@mitre.org,"vmware virtualcenter 2.5 before update 3 build 119838 on windows displays a user's password in cleartext when the password contains unspecified special characters, which allows physically proximate attackers to steal the password.",LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-2008-4450,2008-10-06T23:25:50.490,2024-11-21T00:51:42.403,cve@mitre.org,"cross-site scripting (xss) vulnerability in adodb.php in xampp for windows 1.6.8 allows remote attackers to inject arbitrary web script or html via the (1) dbserver, (2) host, (3) user, (4) password, (5) database, and (6) table parameters.  note: the provenance of this information is unknown; the details are obtained solely from third party information.",MEDIUM,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9
CVE-2008-4510,2008-10-09T18:00:02.067,2024-11-21T00:51:51.310,cve@mitre.org,microsoft windows vista home and ultimate edition sp1 and earlier allows local users to cause a denial of service (page fault and system crash) via multiple attempts to access a virtual address in a page_noaccess memory page.,MEDIUM,4.9,AV:L/AC:L/Au:N/C:N/I:N/A:C,3.9,6.9
CVE-2008-4411,2008-10-13T20:00:02.277,2024-11-21T00:51:37.157,cve@mitre.org,"cross-site scripting (xss) vulnerability in hp system management homepage (smh) before 2.1.15.210 on linux and windows allows remote attackers to inject arbitrary web script or html via unspecified vectors, a different vulnerability than cve-2008-1663.",MEDIUM,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9
CVE-2008-4540,2008-10-13T20:00:02.293,2024-11-21T00:51:55.700,cve@mitre.org,"windows mobile 6 on the htc hermes device makes wlan passwords available to an auto-completion mechanism for the password input field, which allows physically proximate attackers to bypass password authentication and obtain wlan access.",LOW,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9
CVE-2008-1446,2008-10-15T00:12:15.553,2024-11-21T00:44:32.583,secure@microsoft.com,"integer overflow in the internet printing protocol (ipp) isapi extension in microsoft internet information services (iis) 5.0 through 7.0 on windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, and server 2008 allows remote authenticated users to execute arbitrary code via an http post request that triggers an outbound ipp connection from a web server to a machine operated by the attacker, aka ""integer overflow in ipp service vulnerability.""",HIGH,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0
CVE-2008-2250,2008-10-15T00:12:15.647,2024-11-21T00:46:26.520,secure@microsoft.com,"the kernel in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 does not properly validate window properties sent from a parent window to a child window during creation of a new window, which allows local users to gain privileges via a crafted application, aka ""windows kernel window creation vulnerability.""",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2008-2251,2008-10-15T00:12:15.677,2024-11-21T00:46:26.643,secure@microsoft.com,"double free vulnerability in the kernel in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows local users to gain privileges via a crafted application that makes system calls within multiple threads, aka ""windows kernel unhandled exception vulnerability."" note: according to microsoft, this is not a duplicate of cve-2008-4510.",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2008-2252,2008-10-15T00:12:15.693,2024-11-21T00:46:26.770,secure@microsoft.com,"the kernel in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 does not properly validate parameters sent from user mode to the kernel, which allows local users to gain privileges via a crafted application, aka ""windows kernel memory corruption vulnerability.""",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2008-3464,2008-10-15T00:12:15.707,2024-11-21T00:49:18.913,secure@microsoft.com,"afd.sys in the ancillary function driver (afd) component in microsoft windows xp sp2 and sp3 and windows server 2003 sp1 and sp2 does not properly validate input sent from user mode to the kernel, which allows local users to gain privileges via a crafted application, as demonstrated using crafted pointers and lengths that bypass intended probeforread and probeforwrite restrictions, aka ""afd kernel overwrite vulnerability.""",HIGH,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0
CVE-2008-3479,2008-10-15T00:12:15.910,2024-11-21T00:49:20.337,secure@microsoft.com,"heap-based buffer overflow in the microsoft message queuing (msmq) service (mqsvc.exe) in microsoft windows 2000 sp4 allows remote attackers to read memory contents and execute arbitrary code via a crafted rpc call, related to improper processing of parameters to string apis, aka ""message queuing service remote code execution vulnerability.""",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2008-4023,2008-10-15T00:12:15.973,2024-11-21T00:50:42.487,secure@microsoft.com,"active directory in microsoft windows 2000 sp4 does not properly allocate memory for (1) ldap and (2) ldaps requests, which allows remote attackers to execute arbitrary code via a crafted request, aka ""active directory overflow vulnerability.""",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2008-4036,2008-10-15T00:12:16.007,2024-11-21T00:50:43.873,secure@microsoft.com,"integer overflow in memory manager in microsoft windows xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows local users to gain privileges via a crafted application that triggers an erroneous decrement of a variable, related to validation of parameters for virtual address descriptors (vads) and a ""memory allocation mapping error,"" aka ""virtual address descriptor elevation of privilege vulnerability.""",,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2.5,5.9
CVE-2008-4038,2008-10-15T00:12:16.020,2024-11-21T00:50:44.250,secure@microsoft.com,"buffer underflow in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows remote attackers to execute arbitrary code via a server message block (smb) request that contains a filename with a crafted length, aka ""smb buffer underflow vulnerability.""",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
CVE-2008-4582,2008-10-15T20:08:02.810,2024-11-21T00:52:01.750,cve@mitre.org,"mozilla firefox 3.0.1 through 3.0.3, firefox 2.x before 2.0.0.18, and seamonkey 1.x before 1.1.13, when running on windows, do not properly identify the context of windows .url shortcut files, which allows user-assisted remote attackers to bypass the same origin policy and obtain sensitive information via an html document that is directly accessible through a filesystem, as demonstrated by documents in (1) local folders, (2) windows share folders, and (3) rar archives, and as demonstrated by iframes referencing shortcuts that point to (a) about:cache?device=memory and (b) about:cache?device=disk, a variant of cve-2008-2810.",MEDIUM,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9
CVE-2008-4473,2008-10-17T19:31:15.103,2024-11-21T00:51:45.773,cve@mitre.org,multiple heap-based buffer overflows in adobe flash cs3 professional on windows and flash mx 2004 allow remote attackers to execute arbitrary code via an swf file containing long control parameters.,HIGH,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0
CVE-2008-4609,2008-10-20T17:59:26.163,2024-11-21T00:52:05.603,cve@mitre.org,"the tcp implementation in (1) linux, (2) platforms based on bsd unix, (3) microsoft windows, (4) cisco products, and probably other operating systems allows remote attackers to cause a denial of service (connection queue exhaustion) via multiple vectors that manipulate information in the tcp state table, as demonstrated by sockstress.",HIGH,7.1,AV:N/AC:M/Au:N/C:N/I:N/A:C,8.6,6.9
CVE-2008-3815,2008-10-23T22:00:01.137,2024-11-21T00:50:11.610,psirt@cisco.com,"unspecified vulnerability in cisco adaptive security appliances (asa) 5500 series and pix security appliances 7.0 before 7.0(8)3, 7.1 before 7.1(2)78, 7.2 before 7.2(4)16, 8.0 before 8.0(4)6, and 8.1 before 8.1(1)13, when configured as a vpn using microsoft windows nt domain authentication, allows remote attackers to bypass vpn authentication via unknown vectors.",MEDIUM,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9
CVE-2008-4250,2008-10-23T22:00:01.357,2024-11-21T00:51:15.897,secure@microsoft.com,"the server service in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, server 2008, and 7 pre-beta allows remote attackers to execute arbitrary code via a crafted rpc request that triggers the overflow during path canonicalization, as exploited in the wild by gimmiv.a in october 2008, aka ""server service vulnerability.""",HIGH,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0
