cve_id,published,last_modified,source_identifier,description,severity,cvss_score,vector,exploitability_score,impact_score,month,year
CVE-2008-3636,2008-09-11 01:13:10.023,2024-11-21 00:49:44.813,cve@mitre.org,"integer overflow in the iopfcompleterequest api in the kernel in microsoft windows 2000, xp, server 2003, and vista allows context-dependent attackers to gain privileges. note: this issue was originally reported for gearaspiwdm.sys 2.0.7.5 in gear software cd dvd filter driver before 4.001.7, as used in other products including apple itunes and multiple symantec and norton products, which allows local users to gain privileges via repeated ioattachdevice ioctl calls to \\.\gearaspiwdmdevice in this gearaspiwdm.sys.  however, the root cause is the integer overflow in the api call itself.",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2008-09,2008
CVE-2008-3957,2008-09-11 01:13:47.507,2024-11-21 00:50:34.270,cve@mitre.org,"the microsoft windows image acquisition logger activex control allows remote attackers to force the download of arbitrary files onto a client system via a url in the first argument to the open method, in conjunction with a full destination pathname in the first argument to the save method.  note: the provenance of this information is unknown; the details are obtained solely from third party information.",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-09,2008
CVE-2008-4071,2008-09-15 15:14:05.103,2024-11-21 00:50:49.457,cve@mitre.org,"a certain activex control in adobe acrobat 9, when used with microsoft windows vista and internet explorer 7, allows remote attackers to cause a denial of service (browser crash) via an src property value with an invalid acroie:// url.",medium,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9,2008-09,2008
CVE-2008-4114,2008-09-16 23:00:01.430,2024-11-21 00:50:56.067,cve@mitre.org,"srv.sys in the server service in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows remote attackers to cause a denial of service (system crash) or possibly have unspecified other impact via an smb write_andx packet with an offset that is inconsistent with the packet size, related to ""insufficiently validating the buffer size,"" as demonstrated by a request to the \pipe\lsarpc named pipe, aka ""smb validation denial of service vulnerability.""",high,7.1,AV:N/AC:M/Au:N/C:N/I:N/A:C,8.6,6.9,2008-09,2008
CVE-2008-4127,2008-09-18 17:59:33.157,2024-11-21 00:50:57.803,cve@mitre.org,"mshtml.dll in microsoft internet explorer 7 gold 7.0.5730 and 8 beta 8.0.6001 on windows xp sp2 allows remote attackers to cause a denial of service (failure of subsequent image rendering) via a crafted png file, related to an infinite loop in the cdwntaskexec::threadexec function.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9,2008-09,2008
CVE-2008-4163,2008-09-22 18:52:13.500,2024-11-21 00:51:03.380,cve@mitre.org,"unspecified vulnerability in isc bind 9.3.5-p2-w1, 9.4.2-p2-w1, and 9.5.0-p2-w1 on windows allows remote attackers to cause a denial of service (udp client handler termination) via unknown vectors.",high,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,10.0,6.9,2008-09,2008
CVE-2008-4293,2008-09-27 10:30:03.553,2024-11-21 00:51:19.197,cve@mitre.org,"unspecified vulnerability in opera before 9.52 on windows, when registered as a protocol handler, allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via unknown vectors in which opera is launched by other applications.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-09,2008
CVE-2008-4295,2008-09-27 10:30:03.600,2024-11-21 00:51:19.540,cve@mitre.org,"microsoft windows mobile 6.0 on htc wiza 200 and htc mda 8125 devices does not properly handle the first attempt to establish a bluetooth connection to a peer with a long name, which allows remote attackers to cause a denial of service (device reboot) by configuring a bluetooth device with a long hci name and (1) connecting directly to the windows mobile system or (2) waiting for the windows mobile system to scan for nearby devices.",medium,5.4,AV:N/AC:H/Au:N/C:N/I:N/A:C,4.9,6.9,2008-09,2008
CVE-2008-4323,2008-09-29 20:09:59.593,2024-11-21 00:51:23.343,cve@mitre.org,windows explorer in microsoft windows xp sp3 allows user-assisted attackers to cause a denial of service (application crash) via a crafted .zip file.,medium,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9,2008-09,2008
CVE-2008-4324,2008-09-29 20:09:59.687,2024-11-21 00:51:23.493,cve@mitre.org,"the user interface event dispatcher in mozilla firefox 3.0.3 on windows xp sp2 allows remote attackers to cause a denial of service (null pointer dereference and application crash) via a series of keypress, click, onkeydown, onkeyup, onmousedown, and onmouseup events.  note: it was later reported that firefox 3.0.2 on mac os x 10.5 is also affected.",medium,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9,2008-09,2008
CVE-2008-4327,2008-09-30 16:13:54.923,2024-11-21 00:51:23.987,cve@mitre.org,"gdiplus.dll in gdi+ in microsoft windows xp sp3 does not properly handle crafted .ico files, which allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a certain crash.ico file on a web site, and allows user-assisted attackers to cause a denial of service (divide-by-zero error and persistent application crash) via this crash.ico file on the desktop, a different vulnerability than cve-2007-2237.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9,2008-09,2008
CVE-2008-4278,2008-10-06 19:54:36.483,2024-11-21 00:51:18.003,cve@mitre.org,"vmware virtualcenter 2.5 before update 3 build 119838 on windows displays a user's password in cleartext when the password contains unspecified special characters, which allows physically proximate attackers to steal the password.",low,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9,2008-10,2008
CVE-2008-4450,2008-10-06 23:25:50.490,2024-11-21 00:51:42.403,cve@mitre.org,"cross-site scripting (xss) vulnerability in adodb.php in xampp for windows 1.6.8 allows remote attackers to inject arbitrary web script or html via the (1) dbserver, (2) host, (3) user, (4) password, (5) database, and (6) table parameters.  note: the provenance of this information is unknown; the details are obtained solely from third party information.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,2008-10,2008
CVE-2008-4510,2008-10-09 18:00:02.067,2024-11-21 00:51:51.310,cve@mitre.org,microsoft windows vista home and ultimate edition sp1 and earlier allows local users to cause a denial of service (page fault and system crash) via multiple attempts to access a virtual address in a page_noaccess memory page.,medium,4.9,AV:L/AC:L/Au:N/C:N/I:N/A:C,3.9,6.9,2008-10,2008
CVE-2008-4411,2008-10-13 20:00:02.277,2024-11-21 00:51:37.157,cve@mitre.org,"cross-site scripting (xss) vulnerability in hp system management homepage (smh) before 2.1.15.210 on linux and windows allows remote attackers to inject arbitrary web script or html via unspecified vectors, a different vulnerability than cve-2008-1663.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,2008-10,2008
CVE-2008-4540,2008-10-13 20:00:02.293,2024-11-21 00:51:55.700,cve@mitre.org,"windows mobile 6 on the htc hermes device makes wlan passwords available to an auto-completion mechanism for the password input field, which allows physically proximate attackers to bypass password authentication and obtain wlan access.",low,2.1,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9,2008-10,2008
CVE-2008-1446,2008-10-15 00:12:15.553,2024-11-21 00:44:32.583,secure@microsoft.com,"integer overflow in the internet printing protocol (ipp) isapi extension in microsoft internet information services (iis) 5.0 through 7.0 on windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, and server 2008 allows remote authenticated users to execute arbitrary code via an http post request that triggers an outbound ipp connection from a web server to a machine operated by the attacker, aka ""integer overflow in ipp service vulnerability.""",high,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,2008-10,2008
CVE-2008-2250,2008-10-15 00:12:15.647,2024-11-21 00:46:26.520,secure@microsoft.com,"the kernel in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 does not properly validate window properties sent from a parent window to a child window during creation of a new window, which allows local users to gain privileges via a crafted application, aka ""windows kernel window creation vulnerability.""",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2008-10,2008
CVE-2008-2251,2008-10-15 00:12:15.677,2024-11-21 00:46:26.643,secure@microsoft.com,"double free vulnerability in the kernel in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows local users to gain privileges via a crafted application that makes system calls within multiple threads, aka ""windows kernel unhandled exception vulnerability."" note: according to microsoft, this is not a duplicate of cve-2008-4510.",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2008-10,2008
CVE-2008-2252,2008-10-15 00:12:15.693,2024-11-21 00:46:26.770,secure@microsoft.com,"the kernel in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 does not properly validate parameters sent from user mode to the kernel, which allows local users to gain privileges via a crafted application, aka ""windows kernel memory corruption vulnerability.""",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2008-10,2008
CVE-2008-3464,2008-10-15 00:12:15.707,2024-11-21 00:49:18.913,secure@microsoft.com,"afd.sys in the ancillary function driver (afd) component in microsoft windows xp sp2 and sp3 and windows server 2003 sp1 and sp2 does not properly validate input sent from user mode to the kernel, which allows local users to gain privileges via a crafted application, as demonstrated using crafted pointers and lengths that bypass intended probeforread and probeforwrite restrictions, aka ""afd kernel overwrite vulnerability.""",high,7.2,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,2008-10,2008
CVE-2008-3479,2008-10-15 00:12:15.910,2024-11-21 00:49:20.337,secure@microsoft.com,"heap-based buffer overflow in the microsoft message queuing (msmq) service (mqsvc.exe) in microsoft windows 2000 sp4 allows remote attackers to read memory contents and execute arbitrary code via a crafted rpc call, related to improper processing of parameters to string apis, aka ""message queuing service remote code execution vulnerability.""",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-10,2008
CVE-2008-4023,2008-10-15 00:12:15.973,2024-11-21 00:50:42.487,secure@microsoft.com,"active directory in microsoft windows 2000 sp4 does not properly allocate memory for (1) ldap and (2) ldaps requests, which allows remote attackers to execute arbitrary code via a crafted request, aka ""active directory overflow vulnerability.""",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-10,2008
CVE-2008-4038,2008-10-15 00:12:16.020,2024-11-21 00:50:44.250,secure@microsoft.com,"buffer underflow in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows remote attackers to execute arbitrary code via a server message block (smb) request that contains a filename with a crafted length, aka ""smb buffer underflow vulnerability.""",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-10,2008
CVE-2008-4582,2008-10-15 20:08:02.810,2024-11-21 00:52:01.750,cve@mitre.org,"mozilla firefox 3.0.1 through 3.0.3, firefox 2.x before 2.0.0.18, and seamonkey 1.x before 1.1.13, when running on windows, do not properly identify the context of windows .url shortcut files, which allows user-assisted remote attackers to bypass the same origin policy and obtain sensitive information via an html document that is directly accessible through a filesystem, as demonstrated by documents in (1) local folders, (2) windows share folders, and (3) rar archives, and as demonstrated by iframes referencing shortcuts that point to (a) about:cache?device=memory and (b) about:cache?device=disk, a variant of cve-2008-2810.",medium,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,2008-10,2008
CVE-2008-4473,2008-10-17 19:31:15.103,2024-11-21 00:51:45.773,cve@mitre.org,multiple heap-based buffer overflows in adobe flash cs3 professional on windows and flash mx 2004 allow remote attackers to execute arbitrary code via an swf file containing long control parameters.,high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-10,2008
CVE-2008-4609,2008-10-20 17:59:26.163,2024-11-21 00:52:05.603,cve@mitre.org,"the tcp implementation in (1) linux, (2) platforms based on bsd unix, (3) microsoft windows, (4) cisco products, and probably other operating systems allows remote attackers to cause a denial of service (connection queue exhaustion) via multiple vectors that manipulate information in the tcp state table, as demonstrated by sockstress.",high,7.1,AV:N/AC:M/Au:N/C:N/I:N/A:C,8.6,6.9,2008-10,2008
CVE-2008-3815,2008-10-23 22:00:01.137,2024-11-21 00:50:11.610,psirt@cisco.com,"unspecified vulnerability in cisco adaptive security appliances (asa) 5500 series and pix security appliances 7.0 before 7.0(8)3, 7.1 before 7.1(2)78, 7.2 before 7.2(4)16, 8.0 before 8.0(4)6, and 8.1 before 8.1(1)13, when configured as a vpn using microsoft windows nt domain authentication, allows remote attackers to bypass vpn authentication via unknown vectors.",medium,4.3,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,2008-10,2008
CVE-2008-4250,2008-10-23 22:00:01.357,2024-11-21 00:51:15.897,secure@microsoft.com,"the server service in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, server 2008, and 7 pre-beta allows remote attackers to execute arbitrary code via a crafted rpc request that triggers the overflow during path canonicalization, as exploited in the wild by gimmiv.a in october 2008, aka ""server service vulnerability.""",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-10,2008
CVE-2008-4927,2008-11-04 21:00:05.877,2024-11-21 00:52:51.740,cve@mitre.org,"microsoft windows media player (wmp) 9.0 through 11 allows user-assisted attackers to cause a denial of service (application crash) via a malformed (1) midi or (2) dat file, related to ""mthd header parsing."" note: the provenance of this information is unknown; the details are obtained solely from third party information.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9,2008-11,2008
CVE-2008-4816,2008-11-05 15:00:14.570,2024-11-21 00:52:38.427,cve@mitre.org,unspecified vulnerability in the download manager in adobe reader 8.1.2 and earlier on windows allows remote attackers to change internet security options on a client machine via unknown vectors.,medium,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,2008-11,2008
CVE-2008-4946,2008-11-05 15:00:15.087,2024-11-21 00:52:54.687,cve@mitre.org,"convirt 0.8.2 allows local users to overwrite arbitrary files via a symlink attack on the /tmp/set_output temporary file, related to the (1) _template_/provision.sh, (2) linux_cd_install/provision.sh, (3) fedora_pv_install/provision.sh, (4) centos_pv_install/provision.sh, (5) common/provision.sh, (6) example/provision.sh, and (7) windows_cd_install/provision.sh scripts in image_store/.",medium,6.9,AV:L/AC:M/Au:N/C:C/I:C/A:C,3.4,10.0,2008-11,2008
CVE-2008-4820,2008-11-10 14:12:55.797,2024-11-21 00:52:39.137,cve@mitre.org,unspecified vulnerability in the flash player activex control in adobe flash player 9.0.124.0 and earlier on windows allows attackers to obtain sensitive information via unknown vectors.,high,7.1,AV:N/AC:M/Au:N/C:C/I:N/A:N,8.6,6.9,2008-11,2008
CVE-2008-4037,2008-11-12 23:30:02.807,2024-11-21 00:50:44.117,secure@microsoft.com,"microsoft windows 2000 gold through sp4, xp gold through sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows remote smb servers to execute arbitrary code on a client machine by replaying the ntlm credentials of a client user, as demonstrated by backrush, aka ""smb credential reflection vulnerability.""  note: some reliable sources report that this vulnerability exists because of an insufficient fix for cve-2000-0834.",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-11,2008
CVE-2008-5044,2008-11-12 23:30:02.853,2024-11-21 00:53:09.433,cve@mitre.org,race condition in microsoft windows server 2003 and vista allows local users to cause a denial of service (crash or hang) via a multi-threaded application that makes many calls to unhookwindowshookex while certain other desktop activity is occurring.,medium,4.0,AV:L/AC:H/Au:N/C:N/I:N/A:C,1.9,6.9,2008-11,2008
CVE-2008-3623,2008-11-17 18:18:47.767,2024-11-21 00:49:42.870,cve@mitre.org,"heap-based buffer overflow in coregraphics in apple safari before 3.2 on windows, in iphone os 1.0 through 2.2.1, and in iphone os for ipod touch 1.1 through 2.2.1 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted image, related to improper handling of color spaces.",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-11,2008
CVE-2008-5112,2008-11-17 23:30:00.517,2024-11-21 00:53:18.803,cve@mitre.org,"the ldap server in active directory in microsoft windows 2000 sp4 and server 2003 sp1 and sp2 responds differently to a failed bind attempt depending on whether the user account exists and is permitted to login, which allows remote attackers to enumerate valid usernames via a series of ldap bind requests, as demonstrated by ldapuserenum.",medium,5.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,2008-11,2008
CVE-2008-5177,2008-11-20 15:30:00.313,2024-11-21 00:53:28.963,cve@mitre.org,"stack-based buffer overflow in the dtbclslogin function in yosemite backup 8.7 allows remote attackers to (1) execute arbitrary code on a linux platform, related to libytlindtb.so; or (2) cause a denial of service (application crash) and possibly execute arbitrary code on a windows platform, related to ytwindtb.dll; via a long username field during authentication.",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-11,2008
CVE-2008-5178,2008-11-20 15:30:00.343,2024-11-21 00:53:29.113,cve@mitre.org,heap-based buffer overflow in opera 9.62 on windows allows remote attackers to execute arbitrary code via a long file:// uri.  note: this might overlap cve-2008-5680.,high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-11,2008
CVE-2008-5179,2008-11-20 15:30:00.360,2024-11-21 00:53:29.257,cve@mitre.org,"unspecified vulnerability in microsoft office communications server (ocs), office communicator, and windows live messenger allows remote attackers to cause a denial of service (crash) via a crafted real-time transport control protocol (rtcp) receiver report packet.",medium,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9,2008-11,2008
CVE-2008-5229,2008-11-25 23:30:00.577,2024-11-21 00:53:36.627,cve@mitre.org,"stack-based buffer overflow in microsoft device io control in iphlpapi.dll in microsoft windows vista gold and sp1 allows local users in the network configuration operator group to gain privileges or cause a denial of service (system crash) via a large invalid prefixlength to the createipforwardentry2 method, as demonstrated by a ""route add"" command.  note: this issue might not cross privilege boundaries.",medium,6.9,AV:L/AC:M/Au:N/C:C/I:C/A:C,3.4,10.0,2008-11,2008
CVE-2008-5232,2008-11-26 01:30:00.453,2024-11-21 00:53:37.063,cve@mitre.org,"buffer overflow in the callhtmlhelp method in the microsoft windows media services activex control in nskey.dll 4.1.00.3917 in windows media services on microsoft windows nt and 2000, and avaya media and message application servers, allows remote attackers to execute arbitrary code via a long argument.  note: the provenance of this information is unknown; the details are obtained solely from third party information.",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-11,2008
CVE-2008-5315,2008-12-03 17:30:00.493,2024-11-21 00:53:48.580,cve@mitre.org,directory traversal vulnerability in the web interface in apple iphone configuration web utility 1.0 on windows allows remote attackers to read arbitrary files via unspecified vectors.,high,7.8,AV:N/AC:L/Au:N/C:C/I:N/A:N,10.0,6.9,2008-12,2008
CVE-2008-5326,2008-12-05 00:30:00.347,2024-11-21 00:53:50.227,cve@mitre.org,the clearquest maintenance tool in ibm rational clearquest 7.0.0 before 7.0.0.4 and 7.0.1 before 7.0.1.3 on windows allows local users to obtain (1) user and (2) database passwords by using a password revealer utility on a field containing a series of asterisks.,medium,4.4,AV:L/AC:M/Au:N/C:P/I:P/A:P,3.4,6.4,2008-12,2008
CVE-2008-5412,2008-12-10 00:30:00.347,2024-11-21 00:54:03.187,cve@mitre.org,unspecified vulnerability in ibm websphere application server (was) 7 before 7.0.0.1 on windows has unknown impact and attack vectors related to jsps.  note: this is probably a duplicate of cve-2009-0438.,high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-12,2008
CVE-2008-5407,2008-12-10 06:44:42.330,2024-11-21 00:54:02.397,cve@mitre.org,"multiple unspecified vulnerabilities in the backup exec remote-agent logon process in symantec backup exec for windows servers 11.0 (aka 11d) builds 6235 and 7170, 12.0 build 1364, and 12.5 build 2213 allow remote attackers to bypass authentication, and read or delete files, via unknown vectors.",high,9.4,AV:N/AC:L/Au:N/C:C/I:N/A:C,10.0,9.2,2008-12,2008
CVE-2008-5408,2008-12-10 06:44:42.360,2024-11-21 00:54:02.577,cve@mitre.org,"buffer overflow in the data management protocol in symantec backup exec for windows servers 11.0 (aka 11d) builds 6235 and 7170, 12.0 build 1364, and 12.5 build 2213 allows remote authenticated users to cause a denial of service (application crash) and possibly execute arbitrary code via unknown vectors.  note: this can be exploited by unauthenticated remote attackers by leveraging cve-2008-5407.",high,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,2008-12,2008
CVE-2008-2249,2008-12-10 14:00:00.317,2024-11-21 00:46:26.397,secure@microsoft.com,"integer overflow in gdi in microsoft windows 2000 sp4, xp sp2 and sp3, server 2003 sp1 and sp2, vista gold and sp1, and server 2008 allows remote attackers to execute arbitrary code via a malformed header in a crafted wmf file, which triggers a buffer overflow, aka ""gdi integer overflow vulnerability.""",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-12,2008
CVE-2008-3009,2008-12-10 14:00:00.720,2024-11-21 00:48:13.413,secure@microsoft.com,"microsoft windows media player 6.4, windows media format runtime 7.1 through 11, and windows media services 4.1, 9, and 2008 do not properly use the service principal name (spn) identifier when validating replies to authentication requests, which allows remote servers to execute arbitrary code via vectors that employ ntlm credential reflection, aka ""spn vulnerability.""",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-12,2008
CVE-2008-3010,2008-12-10 14:00:00.753,2024-11-21 00:48:13.550,secure@microsoft.com,"microsoft windows media player 6.4, windows media format runtime 7.1 through 11, and windows media services 4.1 and 9 incorrectly associate isatap addresses with the local intranet zone, which allows remote servers to capture ntlm credentials, and execute arbitrary code through credential-reflection attacks, by sending an authentication request, aka ""isatap vulnerability.""",high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-12,2008
CVE-2008-4255,2008-12-10 14:00:00.970,2024-11-21 00:51:16.430,secure@microsoft.com,"heap-based buffer overflow in mscomct2.ocx (aka windows common activex control or microsoft animation activex control) in microsoft visual basic 6.0, visual studio .net 2002 sp1 and 2003 sp1, visual foxpro 8.0 sp1 and 9.0 sp1 and sp2, and office project 2003 sp3 and 2007 gold and sp1 allows remote attackers to execute arbitrary code via an avi file with a crafted stream length, which triggers an ""allocation error"" and memory corruption, aka ""windows common avi parsing overflow vulnerability.""",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-12,2008
CVE-2008-4261,2008-12-10 14:00:01.067,2024-11-21 00:51:17.093,secure@microsoft.com,"stack-based buffer overflow in microsoft internet explorer 5.01 sp4, 6 sp1 on windows 2000, and 6 on windows xp and server 2003 does not properly handle extraneous data associated with an object embedded in a web page, which allows remote attackers to execute arbitrary code via crafted html tags that trigger memory corruption, aka ""html rendering memory corruption vulnerability.""",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-12,2008
CVE-2008-4268,2008-12-10 14:00:01.143,2024-11-21 00:51:17.650,secure@microsoft.com,"the windows search component in microsoft windows vista gold and sp1 and server 2008 does not properly free memory during a save operation for a windows search file, which allows remote attackers to execute arbitrary code via a crafted saved-search file, aka ""windows saved search vulnerability.""",high,8.5,AV:N/AC:M/Au:S/C:C/I:C/A:C,6.8,10.0,2008-12,2008
CVE-2008-4269,2008-12-10 14:00:01.157,2024-11-21 00:51:17.770,secure@microsoft.com,"the search-ms protocol handler in windows explorer in microsoft windows vista gold and sp1 and server 2008 uses untrusted parameter data obtained from incorrect parsing, which allows remote attackers to execute arbitrary code via a crafted html document, aka ""windows search parsing vulnerability.""",high,8.5,AV:N/AC:M/Au:S/C:C/I:C/A:C,6.8,10.0,2008-12,2008
CVE-2008-4841,2008-12-10 14:00:01.190,2024-11-21 00:52:41.500,secure@microsoft.com,"the wordpad text converter for word 97 files in microsoft windows 2000 sp4, xp sp2, and server 2003 sp1 and sp2 allows remote attackers to execute arbitrary code via a crafted (1) .doc, (2) .wri, or (3) .rtf word 97 file that triggers memory corruption, as exploited in the wild in december 2008.  note: as of 20081210, it is unclear whether this vulnerability is related to a wordpad issue disclosed on 20080925 with a 2008-crash.doc.rar example, but there are insufficient details to be sure.",high,9.3,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,2008-12,2008
CVE-2008-5416,2008-12-10 14:00:01.207,2024-11-21 00:54:03.787,cve@mitre.org,"heap-based buffer overflow in microsoft sql server 2000 sp4, 8.00.2050, 8.00.2039, and earlier; sql server 2000 desktop engine (msde 2000) sp4; sql server 2005 sp2 and 9.00.1399.06; sql server 2000 desktop engine (wmsde) on windows server 2003 sp1 and sp2; and windows internal database (wyukon) sp2 allows remote authenticated users to cause a denial of service (access violation exception) or execute arbitrary code by calling the sp_replwritetovarbin extended stored procedure with a set of invalid parameters that trigger memory overwrite, aka ""sql server sp_replwritetovarbin limited memory overwrite vulnerability.""",high,9.0,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,2008-12,2008
CVE-2008-5415,2008-12-11 15:30:00.423,2024-11-21 00:54:03.630,cve@mitre.org,the ldbserver service in the server in ca arcserve backup 11.1 through 12.0 on windows allows remote attackers to execute arbitrary code via a handle_t argument to an rpc endpoint in which the argument refers to an incompatible procedure.,high,10.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,2008-12,2008
CVE-2008-5423,2008-12-11 15:30:00.487,2024-11-21 00:54:04.820,cve@mitre.org,"sun sun ray server software 3.x and 4.0 and sun ray windows connector 1.1 and 2.0 expose the ldap password during a configuration step, which allows local users to discover the sun ray administration password, and obtain admin access to the data store and administration gui, via unspecified vectors related to the utconfig component of the server software and the uttscadm component of the windows connector.",medium,4.3,AV:L/AC:L/Au:S/C:P/I:P/A:P,3.1,6.4,2008-12,2008
CVE-2008-5428,2008-12-11 15:30:00.580,2024-11-21 00:54:05.533,cve@mitre.org,"opera 9.51 on windows xp does not properly handle (1) multipart/mixed e-mail messages with many mime parts and possibly (2) e-mail messages with many ""content-type: message/rfc822;"" headers, which allows remote attackers to cause a denial of service (stack consumption or other resource consumption) via a large e-mail message, a related issue to cve-2006-1173.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9,2008-12,2008
CVE-2008-5715,2008-12-24 18:29:15.907,2024-11-21 00:54:43.337,cve@mitre.org,"mozilla firefox 3.0.5 on windows vista allows remote attackers to cause a denial of service (application crash) via javascript code with a long string value for the hash property (aka location.hash). note: it was later reported that earlier versions are also affected, and that the impact is cpu consumption and application hang in unspecified circumstances perhaps involving other platforms.",medium,5.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,10.0,2.9,2008-12,2008
CVE-2008-5717,2008-12-26 17:30:00.407,2024-11-21 00:54:43.667,cve@mitre.org,"cross-site scripting (xss) vulnerability in hitachi jp1/integrated management - service support 08-10 through 08-10-05, 08-11 through 08-11-03, and 08-50 through 08-50-03 on windows allows remote attackers to inject arbitrary web script or html via unspecified vectors.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,2008-12,2008
CVE-2008-5745,2008-12-29 15:24:23.593,2024-11-21 00:54:47.683,cve@mitre.org,"integer overflow in quartz.dll in the directshow framework in microsoft windows media player (wmp) 9, 10, and 11, including 11.0.5721.5260, allows remote attackers to cause a denial of service (application crash) via a crafted (1) wav, (2) snd, or (3) mid file. note: this has been incorrectly reported as a code-execution vulnerability. note: it is not clear whether this issue is related to cve-2008-4927.",medium,4.3,AV:N/AC:M/Au:N/C:N/I:N/A:P,8.6,2.9,2008-12,2008
CVE-2008-5749,2008-12-29 15:24:23.687,2024-11-21 00:54:48.297,cve@mitre.org,"argument injection vulnerability in google chrome 1.0.154.36 on windows xp sp3 allows remote attackers to execute arbitrary commands via the --renderer-path option in a chromehtml: uri.  note: a third party disputes this issue, stating that chrome ""will ask for user permission"" and ""cannot launch the applet even [if] you have given out the permission.",medium,6.8,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,2008-12,2008
